nan,5.419471637647146345e-01,5.723561012447606622e-01,3.598705019290208695e-01,4.457945018587914920e-01,5.092284633859266441e-01,5.546309516070964118e-01,2.159238785542708094e-01,2.725235081353433730e-01,3.046138582937993888e-01,2.009819629626837245e-01,2.435184523740145934e-01,2.655081867386941408e-01,2.772840483506933684e-01,1.997909787570983087e-01,2.928546060375145088e-01,2.729522544824315999e-01,2.589407052767580542e-01,1.504150891542469781e-01,2.335565779018099197e-01
5.419471637647147455e-01,nan,5.217992629082924827e-01,3.368124137335230528e-01,3.507643704200949508e-01,2.837281814891789988e-01,3.794280824518511674e-01,2.334617434523482693e-01,1.942740887315677900e-01,2.837121310078434822e-01,2.631291115457688456e-01,2.084327812697697457e-01,1.540864646433273699e-01,2.123444687646097451e-01,2.090295236178602023e-01,3.087367937929546557e-01,2.157007998125241022e-01,2.446129511336855300e-01,1.528382859243135883e-01,2.190425359096806746e-01
5.723561012447606622e-01,5.217992629082925937e-01,nan,4.688644775507879725e-01,4.292401510097458850e-01,5.169812609664816705e-01,4.763723413841739474e-01,3.423814413007584267e-01,3.406720636115995182e-01,3.175576016170688631e-01,3.462263367590826535e-01,4.066581201971952719e-01,2.641206189599185628e-01,3.506182244503979195e-01,3.435774668230696660e-01,3.993068904419299070e-01,3.834387272513366529e-01,3.531800746105280830e-01,3.406289641588645667e-01,3.822773921790498797e-01
3.598705019290208695e-01,3.368124137335230528e-01,4.688644775507879725e-01,nan,5.095359604900997486e-01,4.802356778366767553e-01,3.459587480944448235e-01,3.356885876829793780e-01,1.898888556467838440e-01,2.624535096421836688e-01,3.175542937570622892e-01,2.686594601586746456e-01,1.992493529483171377e-01,1.327458518767785367e-01,3.101258774813335783e-01,2.524437148606711867e-01,1.687389983185716424e-01,1.953046537389621085e-01,1.946816881766574026e-01,1.908098113952064745e-01
4.457945018587914365e-01,3.507643704200949508e-01,4.292401510097458850e-01,5.095359604900997486e-01,nan,3.537806305679873087e-01,4.929983148336639642e-01,2.465982046185331289e-01,2.705556304708862658e-01,3.176707167329613224e-01,2.649110719795194080e-01,2.709130707244054026e-01,2.211287738624881372e-01,3.245158905075885558e-01,2.648726685137326453e-01,3.204688025133717866e-01,2.458940405355628800e-01,2.433268882896063301e-01,2.273181391708653520e-01,3.321888769800597219e-01
5.092284633859266441e-01,2.837281814891789988e-01,5.169812609664816705e-01,4.802356778366767553e-01,3.537806305679872532e-01,nan,3.939591347497742313e-01,3.625400899171365432e-01,2.269433550144964173e-01,2.308036964535221391e-01,3.012889041077874697e-01,2.686097889405550942e-01,2.716124892036126948e-01,3.088773593857181421e-01,2.628760385339734551e-01,3.006137541913863065e-01,2.446017467202362128e-01,2.821753504339520879e-01,1.299501055927187454e-01,2.761311750628456796e-01
5.546309516070965229e-01,3.794280824518511674e-01,4.763723413841739474e-01,3.459587480944448235e-01,4.929983148336639642e-01,3.939591347497742313e-01,nan,3.171156849473226180e-01,3.043935104834958327e-01,3.839549733178090341e-01,3.975443643641605740e-01,3.226618805228753661e-01,3.573186412071542306e-01,3.648058285902988640e-01,2.684220077337590715e-01,3.719087898539894521e-01,3.224160642529366183e-01,2.858220690274366205e-01,2.589838806941607285e-01,3.823201934873912133e-01
2.159238785542708927e-01,2.334617434523482138e-01,3.423814413007584267e-01,3.356885876829793225e-01,2.465982046185331289e-01,3.625400899171365432e-01,3.171156849473226735e-01,nan,4.778192603071878541e-01,5.073624248491543920e-01,5.126968974771518583e-01,2.932108089245444860e-01,3.620793090886949561e-01,4.544856702988776531e-01,4.828743520973642900e-01,4.177972587175784458e-01,4.070558359637115320e-01,5.256431031490695904e-01,3.652359108292617673e-01,4.598429493296201098e-01
2.725235081353433730e-01,1.942740887315677900e-01,3.406720636115995182e-01,1.898888556467838440e-01,2.705556304708862658e-01,2.269433550144964173e-01,3.043935104834958327e-01,4.778192603071879652e-01,nan,2.894457269751953277e-01,3.230159992514433087e-01,4.030692076338657781e-01,3.412576410245418135e-01,5.068865252900527363e-01,3.517787117995324064e-01,4.821887069513006718e-01,4.054325177136717806e-01,3.959575920507178992e-01,4.207340259955057449e-01,5.658888360419612740e-01
3.046138582937993888e-01,2.837121310078434822e-01,3.175576016170688631e-01,2.624535096421836688e-01,3.176707167329613224e-01,2.308036964535220836e-01,3.839549733178090341e-01,5.073624248491543920e-01,2.894457269751953277e-01,nan,5.595469747496997215e-01,5.263832516717887877e-01,4.200092156958852851e-01,3.766825736170806849e-01,4.708058057587169998e-01,3.843691982039432187e-01,4.035548663714741968e-01,4.917540697312464126e-01,3.893254889160860377e-01,3.849085950839791215e-01
2.009819629626837245e-01,2.631291115457688456e-01,3.462263367590827090e-01,3.175542937570622892e-01,2.649110719795194080e-01,3.012889041077874697e-01,3.975443643641605740e-01,5.126968974771518583e-01,3.230159992514433087e-01,5.595469747496997215e-01,nan,4.853280751501239387e-01,3.773243157640366885e-01,4.187715203422731625e-01,3.737127007693187286e-01,4.091618545231303639e-01,3.895762217016531803e-01,5.108759536412642577e-01,4.198155580040803247e-01,3.397835346328471617e-01
2.435184523740145934e-01,2.084327812697697457e-01,4.066581201971952719e-01,2.686594601586746456e-01,2.709130707244054026e-01,2.686097889405551498e-01,3.226618805228753661e-01,2.932108089245444860e-01,4.030692076338657781e-01,5.263832516717887877e-01,4.853280751501239387e-01,nan,3.859771942421642565e-01,4.150896200027863747e-01,4.691589112216468793e-01,4.978994013934079921e-01,4.736985929237680915e-01,5.011196969515621102e-01,5.638297934118698951e-01,5.124457251494645149e-01
2.655081867386941408e-01,1.540864646433273699e-01,2.641206189599186183e-01,1.992493529483171100e-01,2.211287738624881372e-01,2.716124892036126948e-01,3.573186412071542306e-01,3.620793090886950671e-01,3.412576410245418690e-01,4.200092156958853962e-01,3.773243157640366885e-01,3.859771942421642565e-01,nan,4.340401783203459707e-01,3.455122952549192772e-01,3.845103509588633228e-01,2.626657139575818145e-01,4.916299270245459430e-01,2.516065351089207258e-01,3.677742171151862638e-01
2.772840483506933684e-01,2.123444687646097451e-01,3.506182244503979195e-01,1.327458518767785367e-01,3.245158905075885558e-01,3.088773593857181421e-01,3.648058285902988640e-01,4.544856702988776531e-01,5.068865252900527363e-01,3.766825736170805738e-01,4.187715203422730514e-01,4.150896200027864302e-01,4.340401783203459707e-01,nan,3.768097763749225226e-01,5.640793657885709855e-01,3.527838647462882560e-01,5.208466172446134523e-01,4.079173880082358483e-01,6.386229058825729776e-01
1.997909787570983087e-01,2.090295236178602023e-01,3.435774668230696660e-01,3.101258774813336339e-01,2.648726685137327008e-01,2.628760385339734551e-01,2.684220077337590715e-01,4.828743520973642900e-01,3.517787117995324064e-01,4.708058057587169998e-01,3.737127007693186731e-01,4.691589112216468793e-01,3.455122952549193327e-01,3.768097763749224671e-01,nan,4.287159894090286083e-01,4.660959919414798258e-01,4.347549220866370745e-01,3.666672157641781005e-01,4.011925057763915947e-01
2.928546060375145088e-01,3.087367937929546557e-01,3.993068904419299070e-01,2.524437148606712977e-01,3.204688025133717866e-01,3.006137541913863065e-01,3.719087898539894521e-01,4.177972587175785013e-01,4.821887069513006718e-01,3.843691982039432742e-01,4.091618545231303639e-01,4.978994013934079921e-01,3.845103509588633228e-01,5.640793657885709855e-01,4.287159894090286083e-01,nan,5.540525245615841587e-01,4.506276236395169166e-01,5.143970307443669343e-01,6.196866826562721364e-01
2.729522544824315999e-01,2.157007998125241022e-01,3.834387272513365974e-01,1.687389983185715869e-01,2.458940405355628800e-01,2.446017467202362128e-01,3.224160642529366183e-01,4.070558359637115875e-01,4.054325177136717806e-01,4.035548663714741968e-01,3.895762217016531803e-01,4.736985929237680915e-01,2.626657139575818145e-01,3.527838647462882560e-01,4.660959919414798258e-01,5.540525245615841587e-01,nan,4.261134376371746857e-01,5.085421421071607551e-01,4.348729208805668933e-01
2.589407052767580542e-01,2.446129511336855300e-01,3.531800746105280830e-01,1.953046537389621085e-01,2.433268882896063301e-01,2.821753504339520879e-01,2.858220690274366205e-01,5.256431031490697015e-01,3.959575920507179547e-01,4.917540697312464126e-01,5.108759536412642577e-01,5.011196969515621102e-01,4.916299270245459430e-01,5.208466172446134523e-01,4.347549220866370745e-01,4.506276236395169166e-01,4.261134376371746857e-01,nan,4.505481491350731837e-01,4.589079288353890007e-01
1.504150891542469781e-01,1.528382859243135883e-01,3.406289641588645667e-01,1.946816881766574026e-01,2.273181391708653520e-01,1.299501055927187454e-01,2.589838806941607285e-01,3.652359108292618228e-01,4.207340259955057449e-01,3.893254889160860377e-01,4.198155580040803247e-01,5.638297934118698951e-01,2.516065351089207258e-01,4.079173880082358483e-01,3.666672157641781005e-01,5.143970307443669343e-01,5.085421421071607551e-01,4.505481491350731837e-01,nan,5.496441869497896704e-01
2.335565779018099197e-01,2.190425359096806468e-01,3.822773921790498797e-01,1.908098113952064745e-01,3.321888769800597219e-01,2.761311750628457351e-01,3.823201934873912133e-01,4.598429493296201098e-01,5.658888360419612740e-01,3.849085950839791215e-01,3.397835346328471617e-01,5.124457251494646259e-01,3.677742171151862638e-01,6.386229058825729776e-01,4.011925057763915947e-01,6.196866826562721364e-01,4.348729208805668933e-01,4.589079288353890007e-01,5.496441869497896704e-01,nan
