NHAHR,FHAHR,NHALR,FHALR
0.10885368839914296,0.09024793388429751,0.10286195286195288,0.08549127640036731
0.10375726966636059,0.11923018059381697,0.09615855524946436,0.09109274563820019
0.10961585552494645,0.11790021426385065,0.11693296602387512,0.09983777165595348
0.10013774104683196,0.11285058375967469,0.0999693908784818,0.1053045607591062
0.09928068564432202,0.1021870217324763,0.11528925619834712,0.07969084787266607
0.10022191613100703,0.10249923477196207,0.0884710743801653,0.1039026629935721
0.10529537802265075,0.10248239975512705,0.1251189383007565,0.08631772268135907
0.09006734006734009,0.10876645240281606,0.10001530456075912,0.10681665136210593
0.09546985001530457,0.11657483930211206,0.07907866544230183,0.09559228650137742
0.10201254973982249,0.10418579736761556,0.10117539026629938,0.08607284970921336
0.11688705234159781,0.10098867462503827,0.10574074074074076,0.12401744719926538
0.09100091827364556,0.12106366697275789,0.09663605754514847,0.1349993440902532
0.11802265074992349,0.11811753902662994,0.1197398224670952,0.11444750535659627
,0.11028466483011941,,0.1014539332721151
,0.10830884603611876,,0.10700948882767065
